Raw ADC: 1075816678, Delta ADC: 0
Raw ADC: 1108506399, Delta ADC: 4294963913
Raw ADC: 1108530918, Delta ADC: 24519
Raw ADC: 1108540078, Delta ADC: 9160
Raw ADC: 1108548533, Delta ADC: 8455
Raw ADC: 1108553887, Delta ADC: 5354
Raw ADC: 1108563047, Delta ADC: 9160
Raw ADC: 1108575306, Delta ADC: 12259
Raw ADC: 1108592075, Delta ADC: 16769
Raw ADC: 1108607858, Delta ADC: 15783
Raw ADC: 1108611380, Delta ADC: 3522
Raw ADC: 1108622090, Delta ADC: 10710
Raw ADC: 1108629840, Delta ADC: 7750
Raw ADC: 1108644918, Delta ADC: 15078
Raw ADC: 1108650555, Delta ADC: 5637
Raw ADC: 1108665491, Delta ADC: 14936
Raw ADC: 1108682401, Delta ADC: 16910
Raw ADC: 1108691983, Delta ADC: 9582
Raw ADC: 1108706498, Delta ADC: 14515
Raw ADC: 1108708189, Delta ADC: 1691
Raw ADC: 1108709316, Delta ADC: 1127
Raw ADC: 1108723830, Delta ADC: 14514
Raw ADC: 1108735526, Delta ADC: 11696
Raw ADC: 1108748490, Delta ADC: 12964
Raw ADC: 1108759199, Delta ADC: 10709
Raw ADC: 1108763709, Delta ADC: 4510
Raw ADC: 1108770050, Delta ADC: 6341
Raw ADC: 1108783014, Delta ADC: 12964
Raw ADC: 1108781746, Delta ADC: 4294966027
Raw ADC: 1108806406, Delta ADC: 24660
Raw ADC: 1108805983, Delta ADC: 4294966872
Raw ADC: 1108819229, Delta ADC: 13246
Raw ADC: 1108819370, Delta ADC: 141
Raw ADC: 1108836984, Delta ADC: 17614
Raw ADC: 1108849526, Delta ADC: 12542
Raw ADC: 1108852485, Delta ADC: 2959
Raw ADC: 1108859249, Delta ADC: 6764
Raw ADC: 1108874326, Delta ADC: 15077
Raw ADC: 1108874890, Delta ADC: 564
Raw ADC: 1108891095, Delta ADC: 16205
Raw ADC: 1108907723, Delta ADC: 16628
Raw ADC: 1108914769, Delta ADC: 7046
Raw ADC: 1108931397, Delta ADC: 16628
Raw ADC: 1108933510, Delta ADC: 2113
Raw ADC: 1108941261, Delta ADC: 7751
Raw ADC: 1108945065, Delta ADC: 3804
Raw ADC: 1108965780, Delta ADC: 20715
Raw ADC: 1108971698, Delta ADC: 5918
Raw ADC: 1108982690, Delta ADC: 10992
Raw ADC: 1108990299, Delta ADC: 7609
Raw ADC: 1108996358, Delta ADC: 6059
Raw ADC: 1109008618, Delta ADC: 12260
Raw ADC: 1109016791, Delta ADC: 8173
Raw ADC: 1109020736, Delta ADC: 3945
Raw ADC: 1109027641, Delta ADC: 6905
Raw ADC: 1109037787, Delta ADC: 10146
Raw ADC: 1109053429, Delta ADC: 15642
Raw ADC: 1109058783, Delta ADC: 5354
Raw ADC: 1109064702, Delta ADC: 5919
Raw ADC: 1109073720, Delta ADC: 9018
Raw ADC: 1109084430, Delta ADC: 10710
Raw ADC: 1109097112, Delta ADC: 12682
Raw ADC: 1109105285, Delta ADC: 8173
Raw ADC: 1109116558, Delta ADC: 11273
Raw ADC: 1109120645, Delta ADC: 4087
Raw ADC: 1109132622, Delta ADC: 11977
Raw ADC: 1109137413, Delta ADC: 4791
Raw ADC: 1109149250, Delta ADC: 11837
Raw ADC: 1109157705, Delta ADC: 8455
Raw ADC: 1109166160, Delta ADC: 8455
Raw ADC: 1109170106, Delta ADC: 3946
Raw ADC: 1109174897, Delta ADC: 4791
Raw ADC: 1109188284, Delta ADC: 13387
Raw ADC: 1109198993, Delta ADC: 10709
Raw ADC: 1109207730, Delta ADC: 8737
Raw ADC: 1109205757, Delta ADC: 4294965322
Raw ADC: 1109226612, Delta ADC: 20855
Raw ADC: 1109227599, Delta ADC: 987
Raw ADC: 1109234362, Delta ADC: 6763
Raw ADC: 1109239858, Delta ADC: 5496
Raw ADC: 1109252400, Delta ADC: 12542
Raw ADC: 1109262264, Delta ADC: 9864
Raw ADC: 1109260854, Delta ADC: 4294965885
Raw ADC: 1109271423, Delta ADC: 10569
Raw ADC: 1109291856, Delta ADC: 20433
Raw ADC: 1109287487, Delta ADC: 4294962926
Raw ADC: 1109302847, Delta ADC: 15360
Raw ADC: 1109308483, Delta ADC: 5636
Raw ADC: 1109316375, Delta ADC: 7892
Raw ADC: 1109329198, Delta ADC: 12823
Raw ADC: 1109330325, Delta ADC: 1127
Raw ADC: 1109335821, Delta ADC: 5496
Raw ADC: 1109348644, Delta ADC: 12823
Raw ADC: 1109352308, Delta ADC: 3664
Raw ADC: 1109353858, Delta ADC: 1550
Raw ADC: 1109356958, Delta ADC: 3100
Raw ADC: 1109357522, Delta ADC: 564
Raw ADC: 1109367526, Delta ADC: 10004
Raw ADC: 1109373586, Delta ADC: 6060
Raw ADC: 1109379927, Delta ADC: 6341
Raw ADC: 1109388523, Delta ADC: 8596
Raw ADC: 1109400500, Delta ADC: 11977
Raw ADC: 1109404869, Delta ADC: 4369
Raw ADC: 1109408392, Delta ADC: 3523
Raw ADC: 1109413324, Delta ADC: 4932
Raw ADC: 1109419383, Delta ADC: 6059
Raw ADC: 1109418678, Delta ADC: 4294966590
Raw ADC: 1109428683, Delta ADC: 10005
Raw ADC: 1109436856, Delta ADC: 8173
Raw ADC: 1109440802, Delta ADC: 3946
Raw ADC: 1109449257, Delta ADC: 8455
Raw ADC: 1109458275, Delta ADC: 9018
Raw ADC: 1109464757, Delta ADC: 6482
Raw ADC: 1109462644, Delta ADC: 4294965182
Raw ADC: 1109474058, Delta ADC: 11414
Raw ADC: 1109488149, Delta ADC: 14091
Raw ADC: 1109490827, Delta ADC: 2678
Raw ADC: 1109491531, Delta ADC: 704
Raw ADC: 1109494913, Delta ADC: 3382
Raw ADC: 1109502945, Delta ADC: 8032
Raw ADC: 1109505482, Delta ADC: 2537
Raw ADC: 1109514077, Delta ADC: 8595
Raw ADC: 1109515346, Delta ADC: 1269
Raw ADC: 1109529296, Delta ADC: 13950
Raw ADC: 1109527464, Delta ADC: 4294965463
Raw ADC: 1109538174, Delta ADC: 10710
Raw ADC: 1109544938, Delta ADC: 6764
Raw ADC: 1109553392, Delta ADC: 8454
Raw ADC: 1109554520, Delta ADC: 1128
Raw ADC: 1109558606, Delta ADC: 4086
Raw ADC: 1109560015, Delta ADC: 1409
Raw ADC: 1109573261, Delta ADC: 13246
Raw ADC: 1109586085, Delta ADC: 12824
Raw ADC: 1109591439, Delta ADC: 5354
Raw ADC: 1109594399, Delta ADC: 2960
Raw ADC: 1109596794, Delta ADC: 2395
Raw ADC: 1109596935, Delta ADC: 141
Raw ADC: 1109601021, Delta ADC: 4086
Raw ADC: 1109605813, Delta ADC: 4792
Raw ADC: 1109612154, Delta ADC: 6341
Raw ADC: 1109612717, Delta ADC: 563
Raw ADC: 1109621172, Delta ADC: 8455
Raw ADC: 1109623004, Delta ADC: 1832
Raw ADC: 1109642168, Delta ADC: 19164
Raw ADC: 1109646819, Delta ADC: 4651
Raw ADC: 1109645973, Delta ADC: 4294966449
Raw ADC: 1109653723, Delta ADC: 7750
Raw ADC: 1109670351, Delta ADC: 16628
Raw ADC: 1109667392, Delta ADC: 4294964336
Raw ADC: 1109669506, Delta ADC: 2114
Raw ADC: 1109678102, Delta ADC: 8596
Raw ADC: 1109684443, Delta ADC: 6341
Raw ADC: 1109699802, Delta ADC: 15359
Raw ADC: 1109696420, Delta ADC: 4294963913
Raw ADC: 1109707694, Delta ADC: 11274
Raw ADC: 1109708962, Delta ADC: 1268
Raw ADC: 1109716712, Delta ADC: 7750
Raw ADC: 1109732495, Delta ADC: 15783
Raw ADC: 1109726435, Delta ADC: 4294961235
Raw ADC: 1109742077, Delta ADC: 15642
Raw ADC: 1109741372, Delta ADC: 4294966590
Raw ADC: 1109747713, Delta ADC: 6341
Raw ADC: 1109748700, Delta ADC: 987
Raw ADC: 1109758986, Delta ADC: 10286
Raw ADC: 1109773923, Delta ADC: 14937
Raw ADC: 1109765891, Delta ADC: 4294959263
Raw ADC: 1109769555, Delta ADC: 3664
Raw ADC: 1109773078, Delta ADC: 3523
Raw ADC: 1109783787, Delta ADC: 10709
Raw ADC: 1109789142, Delta ADC: 5355
Raw ADC: 1109796892, Delta ADC: 7750
Raw ADC: 1109794215, Delta ADC: 4294964618
Raw ADC: 1109800133, Delta ADC: 5918
Raw ADC: 1109803797, Delta ADC: 3664
Raw ADC: 1109799852, Delta ADC: 4294963350
Raw ADC: 1109810420, Delta ADC: 10568
Raw ADC: 1109822398, Delta ADC: 11978
Raw ADC: 1109822680, Delta ADC: 282
Raw ADC: 1109824089, Delta ADC: 1409
Raw ADC: 1109827894, Delta ADC: 3805
Raw ADC: 1109828739, Delta ADC: 845
Raw ADC: 1109844240, Delta ADC: 15501
Raw ADC: 1109844240, Delta ADC: 0
Raw ADC: 1109859176, Delta ADC: 14936
Raw ADC: 1109859740, Delta ADC: 564
Raw ADC: 1109864249, Delta ADC: 4509
Raw ADC: 1109874959, Delta ADC: 10710
Raw ADC: 1109875663, Delta ADC: 704
Raw ADC: 1109874395, Delta ADC: 4294966027
Raw ADC: 1109882709, Delta ADC: 8314
Raw ADC: 1109894123, Delta ADC: 11414
Raw ADC: 1109903705, Delta ADC: 9582
Raw ADC: 1109904833, Delta ADC: 1128
Raw ADC: 1109907369, Delta ADC: 2536
Raw ADC: 1109908778, Delta ADC: 1409
Raw ADC: 1109915542, Delta ADC: 6764
Raw ADC: 1109916810, Delta ADC: 1268
Raw ADC: 1109928224, Delta ADC: 11414
Raw ADC: 1109931043, Delta ADC: 2819
Raw ADC: 1109935975, Delta ADC: 4932
Raw ADC: 1109946825, Delta ADC: 10850
Raw ADC: 1109951334, Delta ADC: 4509
Raw ADC: 1109949643, Delta ADC: 4294965604
Raw ADC: 1109964017, Delta ADC: 14374
Raw ADC: 1109964721, Delta ADC: 704
Raw ADC: 1109971203, Delta ADC: 6482
Raw ADC: 1109966835, Delta ADC: 4294962927
Raw ADC: 1109971908, Delta ADC: 5073
Raw ADC: 1109977404, Delta ADC: 5496
Raw ADC: 1109983181, Delta ADC: 5777
Raw ADC: 1109996286, Delta ADC: 13105
Raw ADC: 1109997695, Delta ADC: 1409
Raw ADC: 1110003755, Delta ADC: 6060
Raw ADC: 1110009109, Delta ADC: 5354
Raw ADC: 1110025596, Delta ADC: 16487
Raw ADC: 1110018832, Delta ADC: 4294960531
Raw ADC: 1110021792, Delta ADC: 2960
Raw ADC: 1110036306, Delta ADC: 14514
Raw ADC: 1110034051, Delta ADC: 4294965040
Raw ADC: 1110042083, Delta ADC: 8032
Raw ADC: 1110045324, Delta ADC: 3241
Raw ADC: 1110061389, Delta ADC: 16065
Raw ADC: 1110062939, Delta ADC: 1550
Raw ADC: 1110081117, Delta ADC: 18178
Raw ADC: 1110080412, Delta ADC: 4294966590
Raw ADC: 1110085626, Delta ADC: 5214
Raw ADC: 1110085767, Delta ADC: 141
Raw ADC: 1110090840, Delta ADC: 5073
Raw ADC: 1110101126, Delta ADC: 10286
Raw ADC: 1110096053, Delta ADC: 4294962222
Raw ADC: 1110105072, Delta ADC: 9019
Raw ADC: 1110111272, Delta ADC: 6200
Raw ADC: 1110107467, Delta ADC: 4294963490
Raw ADC: 1110109722, Delta ADC: 2255
Raw ADC: 1110111554, Delta ADC: 1832
Raw ADC: 1110123250, Delta ADC: 11696
Raw ADC: 1110120995, Delta ADC: 4294965040
Raw ADC: 1110129168, Delta ADC: 8173
Raw ADC: 1110135369, Delta ADC: 6201
Raw ADC: 1110131705, Delta ADC: 4294963631
Raw ADC: 1110141851, Delta ADC: 10146
Raw ADC: 1110138610, Delta ADC: 4294964054
Raw ADC: 1110139737, Delta ADC: 1127
Raw ADC: 1110153828, Delta ADC: 14091
Raw ADC: 1110151855, Delta ADC: 4294965322
Raw ADC: 1110154251, Delta ADC: 2396
Raw ADC: 1110161579, Delta ADC: 7328
Raw ADC: 1110176797, Delta ADC: 15218
Raw ADC: 1110180179, Delta ADC: 3382
Raw ADC: 1110181166, Delta ADC: 987
Raw ADC: 1110195680, Delta ADC: 14514
Raw ADC: 1110200471, Delta ADC: 4791
Raw ADC: 1110205826, Delta ADC: 5355
Raw ADC: 1110210617, Delta ADC: 4791
Raw ADC: 1110215690, Delta ADC: 5073
Raw ADC: 1110217803, Delta ADC: 2113
Raw ADC: 1110221044, Delta ADC: 3241
Raw ADC: 1110230627, Delta ADC: 9583
Raw ADC: 1110235277, Delta ADC: 4650
Raw ADC: 1110235981, Delta ADC: 704
Raw ADC: 1110245704, Delta ADC: 9723
Raw ADC: 1110249086, Delta ADC: 3382
Raw ADC: 1110251764, Delta ADC: 2678
Raw ADC: 1110256132, Delta ADC: 4368
Raw ADC: 1110266278, Delta ADC: 10146
Raw ADC: 1110258105, Delta ADC: 4294959122
Raw ADC: 1110276142, Delta ADC: 18037
Raw ADC: 1110284033, Delta ADC: 7891
Raw ADC: 1110274592, Delta ADC: 4294957854
Raw ADC: 1110292065, Delta ADC: 17473
Raw ADC: 1110283751, Delta ADC: 4294958981
Raw ADC: 1110294179, Delta ADC: 10428
Raw ADC: 1110298406, Delta ADC: 4227
Raw ADC: 1110299534, Delta ADC: 1128
Raw ADC: 1110308411, Delta ADC: 8877
Raw ADC: 1110311793, Delta ADC: 3382
Raw ADC: 1110320671, Delta ADC: 8878
Raw ADC: 1110322785, Delta ADC: 2114
Raw ADC: 1110318839, Delta ADC: 4294963349
Raw ADC: 1110336876, Delta ADC: 18037
Raw ADC: 1110329971, Delta ADC: 4294960390
Raw ADC: 1110327153, Delta ADC: 4294964477
Raw ADC: 1110345331, Delta ADC: 18178
Raw ADC: 1110341808, Delta ADC: 4294963772
Raw ADC: 1110348149, Delta ADC: 6341
Raw ADC: 1110349699, Delta ADC: 1550
Raw ADC: 1110357309, Delta ADC: 7610
Raw ADC: 1110366750, Delta ADC: 9441
Raw ADC: 1110375064, Delta ADC: 8314
Raw ADC: 1110369850, Delta ADC: 4294962081
Raw ADC: 1110375064, Delta ADC: 5214
Raw ADC: 1110380418, Delta ADC: 5354
Raw ADC: 1110387887, Delta ADC: 7469
Raw ADC: 1110390282, Delta ADC: 2395
Raw ADC: 1110391410, Delta ADC: 1128
Raw ADC: 1110397187, Delta ADC: 5777
Raw ADC: 1110404374, Delta ADC: 7187
Raw ADC: 1110398456, Delta ADC: 4294961377
Raw ADC: 1110404515, Delta ADC: 6059
Raw ADC: 1110404092, Delta ADC: 4294966872
Raw ADC: 1110407615, Delta ADC: 3523
Raw ADC: 1110416633, Delta ADC: 9018
Raw ADC: 1110420015, Delta ADC: 3382
Raw ADC: 1110416633, Delta ADC: 4294963913
Raw ADC: 1110432416, Delta ADC: 15783
Raw ADC: 1110425088, Delta ADC: 4294959967
Raw ADC: 1110435798, Delta ADC: 10710
Raw ADC: 1110433120, Delta ADC: 4294964617
Raw ADC: 1110443407, Delta ADC: 10287
Raw ADC: 1110436643, Delta ADC: 4294960531
Raw ADC: 1110433825, Delta ADC: 4294964477
Raw ADC: 1110461162, Delta ADC: 27337
Raw ADC: 1110455808, Delta ADC: 4294961941
Raw ADC: 1110444534, Delta ADC: 4294956021
Raw ADC: 1110461021, Delta ADC: 16487
Raw ADC: 1110460317, Delta ADC: 4294966591
Raw ADC: 1110478918, Delta ADC: 18601
Raw ADC: 1110475254, Delta ADC: 4294963631
Raw ADC: 1110474831, Delta ADC: 4294966872
Raw ADC: 1110492304, Delta ADC: 17473
Raw ADC: 1110487936, Delta ADC: 4294962927
Raw ADC: 1110492304, Delta ADC: 4368
Raw ADC: 1110495264, Delta ADC: 2960
Raw ADC: 1110498505, Delta ADC: 3241
Raw ADC: 1110495123, Delta ADC: 4294963913
Raw ADC: 1110512032, Delta ADC: 16909
Raw ADC: 1110506819, Delta ADC: 4294962082
Raw ADC: 1110511892, Delta ADC: 5073
Raw ADC: 1110514851, Delta ADC: 2959
Raw ADC: 1110508228, Delta ADC: 4294960672
Raw ADC: 1110513442, Delta ADC: 5214
Raw ADC: 1110521896, Delta ADC: 8454
Raw ADC: 1110527251, Delta ADC: 5355
Raw ADC: 1110531479, Delta ADC: 4228
Raw ADC: 1110533451, Delta ADC: 1972
Raw ADC: 1110535424, Delta ADC: 1973
Raw ADC: 1110539088, Delta ADC: 3664
Raw ADC: 1110542329, Delta ADC: 3241
Raw ADC: 1110545852, Delta ADC: 3523
Raw ADC: 1110547543, Delta ADC: 1691
Raw ADC: 1110550079, Delta ADC: 2536
Raw ADC: 1110558816, Delta ADC: 8737
Raw ADC: 1110558957, Delta ADC: 141
Raw ADC: 1110559521, Delta ADC: 564
Raw ADC: 1110561916, Delta ADC: 2395
Raw ADC: 1110561916, Delta ADC: 0
Raw ADC: 1110574317, Delta ADC: 12401
Raw ADC: 1110563889, Delta ADC: 4294956867
Raw ADC: 1110578685, Delta ADC: 14796
Raw ADC: 1110582771, Delta ADC: 4086
Raw ADC: 1110580940, Delta ADC: 4294965464
Raw ADC: 1110583758, Delta ADC: 2818
Raw ADC: 1110588831, Delta ADC: 5073
Raw ADC: 1110590099, Delta ADC: 1268
Raw ADC: 1110594467, Delta ADC: 4368
Raw ADC: 1110602077, Delta ADC: 7610
Raw ADC: 1110611659, Delta ADC: 9582
Raw ADC: 1110618423, Delta ADC: 6764
Raw ADC: 1110611941, Delta ADC: 4294960813
Raw ADC: 1110620677, Delta ADC: 8736
Raw ADC: 1110624482, Delta ADC: 3805
Raw ADC: 1110638996, Delta ADC: 14514
Raw ADC: 1110650833, Delta ADC: 11837
Raw ADC: 1110652524, Delta ADC: 1691
Raw ADC: 1110659147, Delta ADC: 6623
Raw ADC: 1110660133, Delta ADC: 986
Raw ADC: 1110676057, Delta ADC: 15924
Raw ADC: 1110680425, Delta ADC: 4368
Raw ADC: 1110679861, Delta ADC: 4294966731
Raw ADC: 1110694939, Delta ADC: 15078
Raw ADC: 1110704099, Delta ADC: 9160
Raw ADC: 1110715090, Delta ADC: 10991
Raw ADC: 1110721713, Delta ADC: 6623
Raw ADC: 1110718613, Delta ADC: 4294964195
Raw ADC: 1110725518, Delta ADC: 6905
Raw ADC: 1110739468, Delta ADC: 13950
Raw ADC: 1110736368, Delta ADC: 4294964195
Raw ADC: 1110749473, Delta ADC: 13105
Raw ADC: 1110750741, Delta ADC: 1268
Raw ADC: 1110754405, Delta ADC: 3664
Raw ADC: 1110764692, Delta ADC: 10287
Raw ADC: 1110769060, Delta ADC: 4368
Raw ADC: 1110778501, Delta ADC: 9441
Raw ADC: 1110774697, Delta ADC: 4294963491
Raw ADC: 1110773288, Delta ADC: 4294965886
Raw ADC: 1110782729, Delta ADC: 9441
Raw ADC: 1110787802, Delta ADC: 5073
Raw ADC: 1110792029, Delta ADC: 4227
Raw ADC: 1110786533, Delta ADC: 4294961799
Raw ADC: 1110789915, Delta ADC: 3382
Raw ADC: 1110796116, Delta ADC: 6201
Raw ADC: 1110798229, Delta ADC: 2113
Raw ADC: 1110793297, Delta ADC: 4294962363
Raw ADC: 1110815703, Delta ADC: 22406
Raw ADC: 1110810630, Delta ADC: 4294962222
Raw ADC: 1110820494, Delta ADC: 9864
Raw ADC: 1110824439, Delta ADC: 3945
Raw ADC: 1110835572, Delta ADC: 11133
Raw ADC: 1110841067, Delta ADC: 5495
Raw ADC: 1110855159, Delta ADC: 14092
Raw ADC: 1110861500, Delta ADC: 6341
Raw ADC: 1110876014, Delta ADC: 14514
Raw ADC: 1110880523, Delta ADC: 4509
Raw ADC: 1110882778, Delta ADC: 2255
Raw ADC: 1110897574, Delta ADC: 14796
Raw ADC: 1110902083, Delta ADC: 4509
Raw ADC: 1110906592, Delta ADC: 4509
Raw ADC: 1110909129, Delta ADC: 2537
Raw ADC: 1110913215, Delta ADC: 4086
Raw ADC: 1110910538, Delta ADC: 4294964618
Raw ADC: 1110928434, Delta ADC: 17896
Raw ADC: 1110934353, Delta ADC: 5919
Raw ADC: 1110933507, Delta ADC: 4294966449
Raw ADC: 1110944357, Delta ADC: 10850
Raw ADC: 1110952812, Delta ADC: 8455
Raw ADC: 1110953658, Delta ADC: 846
Raw ADC: 1110965495, Delta ADC: 11837
Raw ADC: 1110984659, Delta ADC: 19164
Raw ADC: 1110989309, Delta ADC: 4650
Raw ADC: 1110996919, Delta ADC: 7610
Raw ADC: 1110999032, Delta ADC: 2113
Raw ADC: 1111011151, Delta ADC: 12119
Raw ADC: 1111021015, Delta ADC: 9864
Raw ADC: 1111028483, Delta ADC: 7468
Raw ADC: 1111036234, Delta ADC: 7751
Raw ADC: 1111041729, Delta ADC: 5495
Raw ADC: 1111041307, Delta ADC: 4294966873
Raw ADC: 1111057230, Delta ADC: 15923
Raw ADC: 1111070899, Delta ADC: 13669
Raw ADC: 1111069489, Delta ADC: 4294965885
Raw ADC: 1111082594, Delta ADC: 13105
Raw ADC: 1111091190, Delta ADC: 8596
Raw ADC: 1111089358, Delta ADC: 4294965463
Raw ADC: 1111097109, Delta ADC: 7751
Raw ADC: 1111111764, Delta ADC: 14655
Raw ADC: 1111114159, Delta ADC: 2395
Raw ADC: 1111120641, Delta ADC: 6482
Raw ADC: 1111126278, Delta ADC: 5637
Raw ADC: 1111137269, Delta ADC: 10991
Raw ADC: 1111127687, Delta ADC: 4294957713
Raw ADC: 1111139947, Delta ADC: 12260
Raw ADC: 1111138115, Delta ADC: 4294965463
Raw ADC: 1111143188, Delta ADC: 5073
Raw ADC: 1111140087, Delta ADC: 4294964194
Raw ADC: 1111144033, Delta ADC: 3946
Raw ADC: 1111151924, Delta ADC: 7891
Raw ADC: 1111146710, Delta ADC: 4294962081
Raw ADC: 1111159675, Delta ADC: 12965
Raw ADC: 1111151924, Delta ADC: 4294959544
Raw ADC: 1111150233, Delta ADC: 4294965604
Raw ADC: 1111154602, Delta ADC: 4369
Raw ADC: 1111163479, Delta ADC: 8877
Raw ADC: 1111159675, Delta ADC: 4294963491
Raw ADC: 1111163902, Delta ADC: 4227
Raw ADC: 1111173907, Delta ADC: 10005
Raw ADC: 1111176725, Delta ADC: 2818
Raw ADC: 1111182080, Delta ADC: 5355
Raw ADC: 1111178557, Delta ADC: 4294963772
Raw ADC: 1111188421, Delta ADC: 9864
Raw ADC: 1111191098, Delta ADC: 2677
Raw ADC: 1111191239, Delta ADC: 141
Raw ADC: 1111206176, Delta ADC: 14937
Raw ADC: 1111206176, Delta ADC: 0
Raw ADC: 1111216040, Delta ADC: 9864
Raw ADC: 1111218718, Delta ADC: 2678
Raw ADC: 1111223791, Delta ADC: 5073
Raw ADC: 1111227313, Delta ADC: 3522
Raw ADC: 1111231118, Delta ADC: 3805
Raw ADC: 1111248028, Delta ADC: 16910
Raw ADC: 1111257187, Delta ADC: 9159
Raw ADC: 1111261133, Delta ADC: 3946
Raw ADC: 1111266347, Delta ADC: 5214
Raw ADC: 1111273674, Delta ADC: 7327
Raw ADC: 1111282129, Delta ADC: 8455
Raw ADC: 1111290302, Delta ADC: 8173
Raw ADC: 1111291288, Delta ADC: 986
Raw ADC: 1111296925, Delta ADC: 5637
Raw ADC: 1111295939, Delta ADC: 4294966309
Raw ADC: 1111300166, Delta ADC: 4227
Raw ADC: 1111309466, Delta ADC: 9300
Raw ADC: 1111323558, Delta ADC: 14092
Raw ADC: 1111320317, Delta ADC: 4294964054
Raw ADC: 1111323840, Delta ADC: 3523
Raw ADC: 1111335958, Delta ADC: 12118
Raw ADC: 1111336522, Delta ADC: 564
Raw ADC: 1111335676, Delta ADC: 4294966449
Raw ADC: 1111348641, Delta ADC: 12965
Raw ADC: 1111350613, Delta ADC: 1972
Raw ADC: 1111341172, Delta ADC: 4294957854
Raw ADC: 1111335676, Delta ADC: 4294961799
Raw ADC: 1111344554, Delta ADC: 8878
Raw ADC: 1111336522, Delta ADC: 4294959263
Raw ADC: 1111339481, Delta ADC: 2959
Raw ADC: 1111342018, Delta ADC: 2537
Raw ADC: 1111343990, Delta ADC: 1972
Raw ADC: 1111343427, Delta ADC: 4294966732
Raw ADC: 1111343850, Delta ADC: 423
Raw ADC: 1111347372, Delta ADC: 3522
Raw ADC: 1111353573, Delta ADC: 6201
Raw ADC: 1111360618, Delta ADC: 7045
Raw ADC: 1111365268, Delta ADC: 4650
Raw ADC: 1111356814, Delta ADC: 4294958841
Raw ADC: 1111366537, Delta ADC: 9723
Raw ADC: 1111371610, Delta ADC: 5073
Raw ADC: 1111372737, Delta ADC: 1127
Raw ADC: 1111370341, Delta ADC: 4294964899
Raw ADC: 1111375978, Delta ADC: 5637
Raw ADC: 1111374287, Delta ADC: 4294965604
Raw ADC: 1111373582, Delta ADC: 4294966590
Raw ADC: 1111384292, Delta ADC: 10710
Raw ADC: 1111376542, Delta ADC: 4294959545
Raw ADC: 1111377528, Delta ADC: 986
Raw ADC: 1111380628, Delta ADC: 3100
Raw ADC: 1111378092, Delta ADC: 4294964759
Raw ADC: 1111371891, Delta ADC: 4294961094
Raw ADC: 1111375837, Delta ADC: 3946
Raw ADC: 1111381755, Delta ADC: 5918
Raw ADC: 1111374851, Delta ADC: 4294960391
Raw ADC: 1111373160, Delta ADC: 4294965604
Raw ADC: 1111379501, Delta ADC: 6341
Raw ADC: 1111375555, Delta ADC: 4294963349
Raw ADC: 1111369637, Delta ADC: 4294961377
Raw ADC: 1111370341, Delta ADC: 704
Raw ADC: 1111365832, Delta ADC: 4294962786
Raw ADC: 1111367382, Delta ADC: 1550
Raw ADC: 1111370341, Delta ADC: 2959
Raw ADC: 1111367664, Delta ADC: 4294964618
Raw ADC: 1111367664, Delta ADC: 0
Raw ADC: 1111365832, Delta ADC: 4294965463
Raw ADC: 1111367523, Delta ADC: 1691
Raw ADC: 1111366678, Delta ADC: 4294966450
Raw ADC: 1111368791, Delta ADC: 2113
Raw ADC: 1111360618, Delta ADC: 4294959122
Raw ADC: 1111361605, Delta ADC: 987
Raw ADC: 1111366959, Delta ADC: 5354
Raw ADC: 1111370200, Delta ADC: 3241
Raw ADC: 1111374710, Delta ADC: 4510
Raw ADC: 1111373160, Delta ADC: 4294965745
Raw ADC: 1111366255, Delta ADC: 4294960390
Raw ADC: 1111373864, Delta ADC: 7609
Raw ADC: 1111378374, Delta ADC: 4510
Raw ADC: 1111377810, Delta ADC: 4294966731
Raw ADC: 1111376683, Delta ADC: 4294966168
Raw ADC: 1111373864, Delta ADC: 4294964476
Raw ADC: 1111371187, Delta ADC: 4294964618
Raw ADC: 1111372596, Delta ADC: 1409
Raw ADC: 1111373301, Delta ADC: 705
Raw ADC: 1111373301, Delta ADC: 0
Raw ADC: 1111376542, Delta ADC: 3241
Raw ADC: 1111377387, Delta ADC: 845
Raw ADC: 1111384151, Delta ADC: 6764
Raw ADC: 1111388519, Delta ADC: 4368
Raw ADC: 1111388519, Delta ADC: 0
Raw ADC: 1111393874, Delta ADC: 5355
Raw ADC: 1111391479, Delta ADC: 4294964900
Raw ADC: 1111390633, Delta ADC: 4294966449
Raw ADC: 1111400215, Delta ADC: 9582
Raw ADC: 1111397820, Delta ADC: 4294964900
Raw ADC: 1111397820, Delta ADC: 0
Raw ADC: 1111395424, Delta ADC: 4294964899
Raw ADC: 1111399370, Delta ADC: 3946
Raw ADC: 1111404584, Delta ADC: 5214
Raw ADC: 1111402752, Delta ADC: 4294965463
Raw ADC: 1111408106, Delta ADC: 5354
Raw ADC: 1111409375, Delta ADC: 1269
Raw ADC: 1111416420, Delta ADC: 7045
Raw ADC: 1111416984, Delta ADC: 564
Raw ADC: 1111416561, Delta ADC: 4294966872
Raw ADC: 1111423466, Delta ADC: 6905
Raw ADC: 1111416139, Delta ADC: 4294959968
Raw ADC: 1111419802, Delta ADC: 3663
Raw ADC: 1111431216, Delta ADC: 11414
Raw ADC: 1111431639, Delta ADC: 423
Raw ADC: 1111439671, Delta ADC: 8032
Raw ADC: 1111439812, Delta ADC: 141
